siblings,height07,height16,height33,gwage33,momed,daded,Ht16Noisy
3,49.015743,68.110222,68.897636,16.571428,9.5,8.5,71.399025
4,47.992119,,68.110237,16.200001,,,
5,,72.44091,73.228348,9.25,10.5,13.5,70.868683
4,47.007847,66.141708,67.716537,5.8333335,,9.5,65.614265
3,47.007847,70.078728,71.259842,8.8421049,10.5,11.5,65.427872
2,47.992119,63.385815,68.503937,8.8421049,,9.5,67.482994
3,,66.929123,67.322838,3.2222223,9.5,9.5,66.81369
2,47.992119,70.472443,70.472443,9.1999998,10.5,10.5,73.89624
,47.992119,64.960617,68.897636,8.5714283,9.5,13.5,69.184021
3,49.999981,68.110222,70.472443,6.1538463,9.5,9.5,71.840569
4,49.015743,,71.653542,8.3999996,,,
4,50.984219,,61.811024,6.6666665,,,
3,47.992119,,66.929131,10.444445,,,
5,49.015743,,70.078743,8.1599998,,,
3,47.992119,69.68502,70.866142,12,10.5,10.5,70.315041
5,47.992119,66.929123,70.866142,8.8815794,11.5,10.5,62.627129
3,47.992119,64.173195,67.716537,7.1111112,9.5,9.5,63.880459
,52.992115,72.047241,75.196854,6.4102564,9.5,9.5,67.654625
7,,,72.047241,9.257143,,,
,49.999981,,67.322838,7.5,,,
4,49.015743,68.897636,70.472443,16.666666,9.5,9.5,73.845444
5,,66.535416,67.322838,8.4444447,10.5,,71.012154
2,,63.779522,70.078743,13.8,9.5,12.5,65.996681
3,50.984219,67.3228,70.866142,5.1666665,,,69.520805
,49.999981,,70.472443,4.25,,,
3,49.015743,,74.409447,7.5,9.5,9.5,
3,50.984219,,74.015747,12.5,,,
3,49.999981,68.110222,68.110237,43.200001,6,10.5,68.615669
2,,,68.503937,4.1025643,,,
4,,,63.779526,5.868,,,
,47.992119,,67.322838,9,,,
4,,70.078728,71.653542,12.8,10.5,10.5,66.460167
,47.992119,66.535416,67.322838,4.5538464,11.5,9.5,64.979935
6,42.007851,,68.897636,8.5333338,,,
2,45.984222,64.566902,65.354332,9.2432432,12.5,11.5,65.128311
,54.999973,70.078728,76.771652,12.857142,11.5,9.5,72.476875
3,,64.173195,67.322838,10.285714,6,11.5,60.339558
,49.015743,66.141708,69.291336,9.4834146,10.5,9.5,64.340515
2,47.007847,61.417301,61.811024,11.75,11.5,9.5,58.196449
3,47.992119,,71.653542,9.2105265,9.5,9.5,
6,49.015743,,72.047241,50,,,
3,49.999981,69.291313,72.047241,15.263158,9.5,9.5,73.066101
,49.999981,,72.047241,8.5714283,,,
2,47.992119,67.3228,67.322838,20,12.5,9.5,69.727394
,,,68.503937,4.477612,,,
2,47.992119,,70.078743,11,9.5,,
3,49.015743,,72.440948,13.225,,,
4,49.015743,67.3228,69.685036,9.4444447,11.5,9.5,69.134056
5,,61.023594,68.110237,1.1242106,,,64.267258
8,,69.68502,70.078743,14.814815,9.5,15,66.679291
3,52.007839,68.503929,69.291336,15.555555,11.5,13.5,68.578842
6,50.984219,,67.716537,10.971429,,,
3,49.015743,68.110222,70.472443,6,9.5,9.5,72.490395
3,50.984219,70.472443,70.866142,9.8857145,10.5,10.5,67.67852
2,49.015743,69.68502,70.866142,4.7368422,,,71.233231
4,44.015713,,70.866142,6.6666665,9.5,9.5,
4,,68.110222,70.472443,6.25,10.5,10.5,73.033928
6,42.992088,62.992104,64.566933,8.9902706,10.5,10.5,65.842552
,,68.110222,71.259842,4.4000001,,,73.04026
5,,,70.866142,6.1333332,,,
,50.984219,69.68502,70.078743,8.2702703,6,9.5,69.170174
3,50.984219,,74.803146,14.285714,,,
4,47.992119,66.535416,66.929131,8.9743586,9.5,9.5,62.832085
3,49.999981,70.078728,70.472443,3.1944444,10.5,8.5,70.004189
4,52.992115,71.259819,73.228348,27.200001,,,74.386711
,,,68.110237,3.8095238,10.5,9.5,
3,49.015743,67.3228,68.503937,6.6666665,9.5,9.5,68.282043
,,,72.047241,16,,,
3,,70.078728,71.259842,11.612904,9.5,9.5,73.05275
3,50.984219,70.472443,71.259842,11.618462,9.5,9.5,74.69014
4,,68.110222,71.653542,12.8,9.5,9.5,64.259171
4,,,66.929131,15,9.5,9.5,
3,49.015743,66.929123,67.716537,10.5,11.5,,66.89167
5,,68.503929,71.259842,8.5405407,10.5,9.5,66.917709
3,49.015743,65.747993,71.259842,10,10.5,10.5,62.494663
4,,70.472443,73.622047,11.111111,11.5,12.5,73.864151
4,,,68.110237,8.9059458,,,
4,,64.173195,66.535431,6.8888888,9.5,9.5,64.082283
4,52.007839,69.291313,71.259842,8.6842108,9.5,10.5,66.934471
3,50.984219,69.291313,74.409447,9,10.5,8.5,68.066345
4,47.007847,62.598392,66.929131,17,12.5,12.5,62.146542
3,52.992115,75.98423,77.559052,9.7777777,9.5,9.5,74.644341
2,,65.354324,68.503937,5.3333335,11.5,11.5,64.54969
3,49.999981,,75.196854,10,9.5,9.5,
,47.007847,66.929123,68.503937,12,9.5,9.5,63.255535
2,45.984222,66.535416,69.291336,8.9059458,9.5,9.5,63.930286
,,,70.078743,12.773333,,,
,54.015739,,78.740158,19.044445,,,
3,50.984219,68.503929,70.078743,9.5,10.5,9.5,71.494209
2,,62.992104,65.354332,6.1363635,9.5,9.5,63.997849
5,,67.3228,71.653542,4.8392,9.5,9.5,67.781219
6,47.992119,66.929123,69.291336,7,9.5,9.5,62.779842
3,51.968491,72.44091,75.196854,17.777779,12.5,19,71.507011
6,47.992119,,70.078743,8,,,
,44.999985,59.055119,66.929131,8.9142857,9.5,9.5,62.135258
5,50.984219,66.929123,70.866142,8.4444447,11.5,11.5,69.600723
,45.984222,68.503929,69.685036,5.1999998,9.5,9.5,68.837318
2,45.984222,63.385815,65.748032,9.5747366,9.5,11.5,64.866425
2,50.984219,66.929123,70.078743,5,9.5,9.5,67.739853
4,45.984222,63.779522,65.748032,10,11.5,9.5,63.03474
3,47.992119,,72.834648,18,10.5,10.5,
3,47.992119,64.960617,72.047241,7.4626865,13.5,11.5,67.434158
,49.015743,67.3228,69.685036,10.345945,11.5,12.5,71.722961
4,47.007847,,65.354332,3.6500001,9.5,9.5,
3,49.015743,68.110222,68.897636,6.5454545,9.5,,70.633461
3,47.007847,,70.078743,7.6666665,12.5,9.5,
3,47.992119,68.110222,69.291336,7.2727275,,,64.837219
4,50.984219,67.3228,74.015747,24,12.5,11.5,72.184433
,50.984219,,69.685036,5.3913045,10.5,10.5,
3,47.992119,68.503929,70.472443,6.8221622,10.5,10.5,68.532326
4,52.992115,,75.590553,12.763636,,,
3,47.007847,,70.078743,9.871892,,,
4,,61.811012,73.622047,5.1999998,9.5,9.5,61.010303
5,52.007839,,73.622047,6.4000001,,,
3,49.999981,70.078728,72.047241,11.428572,11.5,11.5,69.357635
3,47.007847,66.929123,68.897636,5.503684,11.5,11.5,68.117401
4,,,72.047241,12.5,,,
5,47.992119,67.3228,68.110237,9.6000004,11.5,19,70.100388
3,49.999981,,70.472443,12.222222,10.5,9.5,
5,45.984222,62.992104,66.141731,6.9000001,11.5,12.5,67.113655
,50.984219,,72.440948,7.5657897,,,
3,45.984222,66.141708,66.535431,13.888889,11.5,11.5,68.863625
3,47.992119,66.141708,70.078743,5.1020408,10.5,9.5,62.758236
4,,,71.653542,5.090909,,,
4,52.992115,,75.984253,11.04,10.5,10.5,
3,49.015743,69.291313,72.047241,11.657143,9.5,10.5,73.491829
4,49.015743,,67.716537,.9818182,,,
3,52.992115,66.929123,68.897636,7.1142855,10.5,10.5,68.763672
3,47.992119,62.992104,69.291336,5.7062502,9.5,9.5,62.192684
1,,,72.834648,12.665,,,
5,,72.834625,75.984253,5.6410255,11.5,10.5,70.228287
5,49.999981,70.472443,72.440948,13.32,13.5,9.5,67.800064
3,49.015743,68.110222,68.110237,7.818182,9.5,9.5,68.209747
,,,66.535431,8.6000004,,,
3,50.984219,,69.685036,8.8235292,,,
,47.992119,,68.897636,12,10.5,9.5,
,50.984219,72.047241,74.015747,8.045455,10.5,10.5,73.230934
,45.984222,,66.141731,7,10.5,,
,47.007847,,67.716537,6.2068968,,,
3,54.015739,77.165321,79.527557,11.368421,9.5,11.5,72.384392
5,49.999981,69.68502,70.472443,13.72093,10.5,10.5,70.883934
4,50.984219,69.68502,69.685036,11.842105,9.5,9.5,70.832062
3,47.992119,70.866112,73.622047,9.9839993,17,17,72.78685
,52.992115,62.20472,68.110237,9.7142859,9.5,9.5,57.358425
7,45.984222,64.173195,68.110237,7.3200002,9.5,9.5,62.097309
7,49.999981,68.897636,73.622047,11.578947,9.5,9.5,72.551147
2,47.992119,,70.472443,7.352941,,,
3,50.984219,72.44091,74.015747,6,9.5,9.5,71.931244
3,,,66.929131,4.6428571,,,
3,49.999981,66.929123,70.078743,7.8285713,9.5,9.5,62.209335
3,44.015713,64.566902,66.535431,5.5,9.5,9.5,69.452881
,49.015743,,69.685036,3.8461537,,,
3,,,73.622047,8.75,,,
,49.015743,,71.653542,11.733334,,,
4,47.992119,66.929123,69.291336,6.25,11.5,9.5,66.463036
2,,,72.047241,14,,,
3,49.999981,71.653534,74.409447,8.333333,10.5,10.5,71.271835
5,52.007839,70.866112,73.228348,91.199997,9.5,13.5,74.183975
4,45.984222,68.897636,71.259842,14.181818,10.5,10.5,64.661682
3,49.999981,68.897636,72.047241,10.526316,10.5,10.5,72.178612
2,,,72.834648,72,,,
4,49.015743,67.3228,69.685036,13.45,11.5,13.5,66.153473
3,,,68.897636,9.375,12.5,11.5,
3,50.984219,70.078728,72.047241,12.5,,,73.878967
4,,,73.622047,16.799999,10.5,12.5,
3,47.992119,66.535416,68.897636,132,13.5,13.5,61.691906
5,49.015743,67.3228,68.897636,12.342857,10.5,10.5,71.603767
3,47.992119,66.929123,67.716537,9.5279999,10.5,10.5,63.614902
3,51.968491,71.653534,73.228348,7.6363635,10.5,9.5,69.301537
,,,71.653542,12.727273,,,
3,49.999981,70.472443,71.653542,9.333333,11.5,9.5,71.448029
4,52.992115,72.834625,76.771652,6.8727274,10.5,10.5,73.126068
5,47.007847,,68.897636,7.5789475,9.5,10.5,
3,47.007847,66.141708,68.110237,8.3199997,10.5,11.5,68.630249
3,52.007839,72.047241,72.834648,10.222222,9.5,9.5,75.950676
4,49.015743,67.3228,68.897636,5.7962961,9.5,9.5,70.596481
3,49.015743,68.897636,69.291336,6.5747366,9.5,9.5,68.446159
5,52.007839,,71.653542,4.2857141,9.5,10.5,
4,49.999981,,71.653542,8.9473686,11.5,10.5,
,,70.866112,73.228348,7.5999999,9.5,10.5,70.938179
5,49.999981,69.291313,70.866142,6.6976743,9.5,9.5,72.744644
5,,66.929123,68.897636,6.6666665,17,10.5,68.325577
2,,,70.078743,22.5,,,
4,49.015743,66.535416,69.685036,6,9.5,17,67.946663
5,50.984219,70.866112,72.047241,9.1578951,12.5,13.5,70.215599
3,45.984222,66.535416,69.291336,14,9.5,11.5,65.919312
2,47.007847,,70.472443,138,10.5,,
,50.984219,,75.590553,7.9487181,10.5,10.5,
4,49.015743,,70.866142,4.2307692,10.5,9.5,
4,49.999981,,71.653542,6.6666665,,,
3,45.984222,64.960617,66.929131,7.4285712,9.5,9.5,66.572792
6,44.015713,64.173195,66.929131,10,11.5,,66.364174
2,49.015743,,70.472443,20.888889,,,
4,45.984222,64.960617,66.535431,5.1282053,11.5,9.5,69.661537
3,49.999981,66.535416,68.897636,9.6000004,9.5,9.5,68.392326
3,49.999981,70.866112,75.984253,14.4,9.5,9.5,73.192665
5,,69.68502,70.866142,10.333333,10.5,11.5,73.434883
4,49.015743,67.3228,68.897636,8.4210529,15,11.5,71.828217
,47.007847,66.929123,70.078743,4.2857141,9.5,9.5,69.607811
8,47.992119,64.173195,70.078743,8.8888893,,,62.503529
3,,69.68502,71.259842,6.6666665,13.5,12.5,72.14492
2,,70.866112,71.653542,5.6363635,10.5,9.5,73.348282
,49.015743,,74.015747,9.189189,,,
7,47.992119,,70.078743,15,,,
5,49.015743,66.141708,70.078743,9.9984007,12.5,12.5,65.38343
3,,,71.653542,6.9200001,12.5,12.5,
4,49.015743,69.68502,70.078743,16,9.5,9.5,72.077835
2,49.999981,66.141708,71.653542,8,9.5,,64.150253
3,52.007839,,74.015747,9.333333,11.5,11.5,
3,52.992115,,73.622047,11.428572,,,
4,49.015743,68.897636,70.472443,3.6666667,15,15,65.072716
5,47.992119,68.503929,68.503937,72,15,11.5,71.065987
,49.999981,,70.078743,10,9.5,15,
3,,,71.653542,2.75,,,
,,,71.259842,9.6000004,,,
5,49.999981,68.897636,72.047241,6.3829789,9.5,9.5,67.479797
4,50.984219,67.3228,71.653542,13.333333,13.5,12.5,64.341278
3,49.999981,,69.685036,10.5,,,
3,47.992119,,72.047241,8.181818,10.5,9.5,
5,49.015743,65.354324,67.716537,8.4324322,9.5,9.5,64.807144
6,,,67.716537,7.0527778,,,
3,49.999981,70.472443,71.259842,13.333333,9.5,9.5,75.378891
,47.992119,67.716507,77.165352,10.666667,12.5,9.5,68.766541
3,49.999981,69.68502,71.259842,4.8333335,12.5,9.5,69.349136
3,49.999981,66.535416,71.653542,5,11.5,9.5,66.133591
4,45.984222,66.141708,68.110237,5.2631578,10.5,9.5,69.284233
3,49.015743,68.897636,70.472443,10.378378,9.5,9.5,64.219215
3,,66.141708,68.503937,10.105263,11.5,8.5,67.275246
5,,,69.685036,6.3200002,,,
,52.007839,,72.047241,5.5714288,,,
3,49.015743,,71.653542,4.7619047,,,
7,47.992119,62.598392,72.047241,4,11.5,10.5,60.134861
3,50.984219,66.535416,68.110237,4,17,15,70.526367
2,49.015743,68.110222,69.291336,17.6,12.5,13.5,66.49955
3,47.007847,66.535416,67.716537,4,9.5,11.5,62.686436
3,49.015743,65.354324,66.141731,13.333333,9.5,9.5,62.075592
4,,70.472443,73.228348,10.8,10.5,11.5,69.846573
6,,64.960617,66.535431,11.428572,11.5,11.5,66.092369
4,,70.866112,73.622047,9.1866665,,,68.555855
4,49.015743,67.716507,69.685036,6.8888888,8.5,9.5,68.514717
2,49.999981,,73.622047,10.555555,,,
9,49.015743,65.354324,68.897636,7.1428571,8.5,10.5,70.035812
3,52.007839,69.68502,70.078743,7.4666667,10.5,9.5,66.199646
6,50.984219,67.3228,69.685036,14.285714,13.5,19,68.644577
4,47.007847,64.566902,67.716537,8.727273,,11.5,60.185036
3,,,66.929131,12.083333,,,
5,47.992119,,67.322838,9.0476189,,,
4,49.015743,70.472443,71.653542,8.8888893,10.5,10.5,66.566559
3,47.992119,70.078728,72.047241,8,11.5,11.5,70.863327
3,49.015743,68.503929,71.653542,7.1428571,9.5,9.5,71.848289
4,50.984219,,68.503937,6.1714287,,,
4,47.992119,69.291313,70.866142,10.256411,9.5,9.5,72.405617
7,,69.291313,70.472443,11.98,10.5,9.5,67.365211
3,,70.472443,73.228348,7.7192984,10.5,10.5,73.568542
,49.999981,,62.992126,9.583333,,,
3,49.999981,,70.866142,2.5,,,
3,52.007839,70.472443,72.834648,11.621622,9.5,11.5,68.611786
3,50.984219,68.897636,72.440948,4.2105265,9.5,,72.483597
4,50.984219,,69.685036,11.2,,,
5,49.015743,66.141708,68.110237,3.5428572,11.5,19,63.660519
3,47.007847,66.929123,71.259842,10.5,11.5,13.5,68.630005
,47.992119,,68.897636,8.4324322,,,
5,52.007839,72.44091,75.196854,14.4,12.5,12.5,68.764977
3,49.999981,68.110222,69.685036,13.333333,9.5,9.5,71.598671
3,49.015743,66.929123,73.228348,4.7619047,9.5,9.5,62.290707
5,47.007847,66.141708,67.716537,6.25,9.5,9.5,65.346054
3,49.015743,64.566902,65.748032,13.157895,9.5,9.5,62.684837
3,49.015743,,69.291336,8.8991995,10.5,10.5,
4,,66.929123,70.866142,10.2,13.5,17,63.102982
5,49.999981,68.110222,70.078743,7.2727275,9.5,9.5,65.775024
5,47.992119,65.747993,67.716537,9.875555,10.5,13.5,69.284477
4,,64.173195,69.291336,5.6329412,9.5,9.5,62.037693
2,47.992119,65.354324,68.110237,11.111111,10.5,10.5,70.171509
4,49.999981,69.68502,74.803146,6,12.5,10.5,73.639809
3,39.999992,57.873989,65.748032,4.4615383,10.5,9.5,62.679142
3,47.007847,65.747993,70.472443,10.652174,10.5,9.5,63.089573
5,47.992119,64.960617,69.685036,129,9.5,9.5,69.146805
4,47.992119,64.960617,69.291336,20,8.5,9.5,61.323452
4,45.984222,,66.929131,8.5714283,,,
3,,65.354324,67.716537,9.2886486,11.5,11.5,67.33551
6,44.999985,,69.685036,4.7457628,10.5,9.5,
,45.984222,,67.716537,10,,,
3,50.984219,72.834625,74.015747,7.3846154,9.5,9.5,76.723129
2,47.992119,,66.929131,113.33334,9.5,9.5,
3,,71.653534,73.622047,9.0476189,9.5,9.5,75.665718
10,50.984219,70.472443,71.259842,3.7771428,,,74.432915
4,49.015743,67.716507,67.716537,8.4324322,11.5,13.5,70.212257
3,54.015739,75.98423,78.740158,17.727272,11.5,13.5,71.86203
2,49.015743,68.897636,70.472443,8.75,,,70.914467
4,45.984222,65.354324,66.141731,9.2307692,11.5,11.5,67.439865
,45.984222,,69.685036,3.75,,,
6,,64.960617,66.535431,3.5555556,,,65.296532
5,47.992119,66.141708,68.110237,8.1066666,11.5,11.5,68.17009
4,45.984222,64.173195,69.291336,7.3000002,9.5,9.5,59.921597
4,49.999981,,73.622047,9.4736843,9.5,9.5,
4,49.015743,69.291313,70.472443,13.963636,19,17,64.336349
5,47.992119,66.929123,69.291336,7.5,11.5,11.5,66.120415
4,45.984222,65.354324,69.291336,6.3243241,10.5,9.5,63.894073
4,47.007847,64.960617,67.322838,10,10.5,9.5,60.546211
4,52.992115,70.866112,75.196854,9.257143,9.5,9.5,66.819328
4,44.999985,,63.779526,3.4375,,,
4,49.015743,,71.653542,10.277778,,,
3,49.015743,68.897636,71.653542,6.4000001,9.5,9.5,69.156975
4,50.984219,68.897636,73.228348,10.363636,,,67.263649
4,49.015743,70.866112,73.228348,11.578947,11.5,10.5,75.28978
2,47.007847,66.141708,69.291336,16.666666,10.5,19,68.631462
3,49.999981,70.866112,72.834648,22.702703,9.5,9.5,73.560051
,49.999981,,70.078743,5.818182,,,
4,,62.992104,67.716537,10.857142,9.5,9.5,59.910286
4,49.999981,70.472443,72.047241,11.052631,11.5,9.5,65.624504
2,49.015743,67.3228,70.866142,10,10.5,9.5,63.392082
3,52.007839,,70.078743,17.142857,,,
,,,70.472443,121.05264,,,
5,49.015743,68.897636,70.472443,3.3333333,12.5,12.5,70.619133
5,47.007847,64.960617,70.078743,5.0847459,10.5,,60.08419
6,47.992119,64.960617,66.929131,28.333334,11.5,9.5,64.051285
3,47.992119,66.535416,77.559052,14.482759,17,12.5,64.240013
2,47.992119,67.716507,68.110237,10.909091,9.5,11.5,68.569855
3,47.992119,70.078728,73.622047,14.857142,11.5,13.5,73.135368
4,47.007847,66.929123,68.897636,5.6034484,,,69.298523
4,47.992119,64.960617,69.685036,6.1320753,10.5,10.5,69.695938
3,42.992088,61.023594,67.716537,6.9189191,11.5,10.5,59.641609
5,,66.535416,67.716537,6.1621623,,11.5,65.473053
2,54.015739,69.68502,72.047241,3.9157896,9.5,9.5,70.666199
4,,70.078728,71.259842,6.1363635,,,71.329842
3,42.992088,64.173195,66.535431,9.7837839,11.5,9.5,66.258484
5,49.015743,65.747993,70.078743,4.8479247,9.5,8.5,62.704067
4,49.015743,67.716507,71.259842,5.6999998,11.5,,70.594986
3,50.984219,69.68502,71.259842,11.428572,11.5,11.5,66.049904
4,50.984219,68.897636,73.228348,7.2222223,9.5,9.5,68.037979
3,44.999985,66.535416,67.322838,5.8293333,13.5,11.5,64.514244
6,,65.354324,72.047241,4.6153846,9.5,11.5,64.68026
5,,64.960617,67.322838,8.6400003,9.5,,62.879944
,47.007847,64.960617,71.259842,15.428572,9.5,9.5,67.209297
5,45.984222,,70.078743,6.4615383,,,
2,49.999981,,68.897636,6.5128207,,,
6,47.992119,64.960617,68.897636,5.6666665,9.5,9.5,64.654045
3,47.007847,62.992104,65.748032,9,11.5,15,65.459915
3,49.999981,69.68502,71.259842,11.2,11.5,9.5,71.501534
3,47.007847,63.385815,64.960632,12.380953,10.5,9.5,64.407936
3,49.015743,68.897636,72.834648,6,10.5,9.5,64.954239
3,52.992115,72.44091,72.440948,10,9.5,9.5,72.906296
3,49.999981,,71.259842,6.6666665,,,
,50.984219,72.047241,74.409447,6.8571429,15,19,74.598938
3,52.992115,,73.228348,8.8461542,,,
4,49.015743,70.866112,73.622047,9.7222223,9.5,9.5,75.616325
6,49.015743,69.68502,74.015747,4.8000002,9.5,9.5,70.397537
4,49.999981,66.929123,69.685036,22,19,17,69.032249
3,49.015743,,67.716537,3.6444445,,,
5,,,69.291336,27.6,,,
3,47.007847,,66.141731,7.5,,,
2,,,65.748032,21,10.5,10.5,
3,47.992119,70.866112,71.653542,5.7142859,9.5,9.5,66.531975
4,50.984219,65.354324,72.047241,12.666667,10.5,11.5,65.444725
5,47.007847,66.535416,70.078743,10.25,10.5,11.5,61.713932
,49.999981,64.173195,74.015747,6.5961537,10.5,10.5,67.922653
4,49.015743,68.897636,70.866142,4.4912281,13.5,13.5,69.801247
2,47.992119,64.566902,67.716537,6.2399998,11.5,12.5,67.236801
4,52.007839,,72.440948,9,,,
4,49.999981,70.472443,72.834648,10.5,10.5,13.5,69.352646
3,44.999985,62.992104,64.566933,7.5789475,10.5,9.5,67.170242
3,45.984222,67.3228,69.291336,8.75,9.5,9.5,68.100723
4,50.984219,71.653534,72.440948,6.8421054,10.5,15,75.946609
3,49.999981,70.472443,74.803146,14.339622,9.5,9.5,70.081978
7,47.992119,69.68502,72.440948,13.8,9.5,9.5,72.611031
5,,,73.228348,18,,,
3,44.999985,64.960617,66.535431,19,11.5,12.5,60.698868
3,49.999981,70.078728,72.834648,14.666667,11.5,10.5,73.934486
2,47.992119,66.141708,67.716537,8.8000002,9.5,9.5,61.976173
2,45.984222,65.354324,66.535431,6.6666665,9.5,15,65.169685
3,49.999981,70.078728,72.834648,12.307693,12.5,10.5,73.904472
5,44.015713,63.385815,67.716537,5.5999999,,,58.66267
,,,70.078743,10.5,,,
2,45.984222,60.23621,68.897636,6.6666665,9.5,9.5,56.50079
5,49.999981,69.68502,70.472443,9.020833,9.5,9.5,74.389603
6,47.992119,,69.291336,.65405405,10.5,10.5,
4,,70.472443,72.834648,5.319149,,,70.848854
,,,68.110237,7.6923075,,,
8,47.007847,,70.078743,10.697675,,,
5,,69.68502,73.228348,10.5,,,70.834419
4,47.992119,68.110222,70.472443,12.285714,9.5,9.5,63.573158
3,47.992119,66.929123,69.685036,12.820513,,,68.307655
,47.007847,66.929123,73.228348,7.6388888,12.5,9.5,70.999069
5,47.992119,64.173195,70.078743,11.369143,,,62.597343
4,47.992119,,69.291336,6.1999998,9.5,9.5,
,49.015743,,73.622047,10,9.5,9.5,
6,47.992119,,69.291336,7.1111112,,,
4,47.007847,66.929123,70.078743,4.5454545,9.5,9.5,64.817154
4,47.992119,66.535416,67.322838,4,9.5,9.5,65.240051
3,50.984219,,75.984253,4.8333335,9.5,9.5,
,49.015743,65.354324,68.503937,5.189189,10.5,10.5,70.342155
4,49.999981,68.897636,70.866142,4.9714284,,,65.055573
3,45.984222,,67.716537,13.8,,,
2,49.999981,,61.811024,6.8000002,,,
3,49.015743,70.866112,72.047241,74.285713,9.5,9.5,73.155754
,,67.716507,70.078743,48,,,65.061081
,49.999981,67.3228,70.078743,9.6756754,,,62.383232
3,49.015743,,69.685036,8.181818,,,
3,47.992119,64.960617,71.653542,12.222222,11.5,17,69.441414
,50.984219,68.503929,69.291336,12.4,11.5,13.5,71.051926
,49.999981,66.929123,70.866142,9.405405,9.5,10.5,67.559654
,47.992119,66.141708,69.685036,4.6666665,9.5,9.5,66.251205
,47.007847,,67.322838,6.3000002,9.5,9.5,
5,45.984222,61.023594,66.535431,4.6857142,11.5,11.5,65.120216
3,49.999981,67.716507,72.047241,17.322001,,,68.150391
,47.992119,,67.716537,5.5999999,,,
2,45.984222,62.992104,66.929131,13.085714,,,59.51263
3,49.999981,,73.228348,6.9621625,9.5,9.5,
,,72.047241,74.015747,27.5,11.5,13.5,74.675217
3,52.007839,74.409424,75.196854,5.652174,10.5,10.5,78.162209
3,,64.566902,70.866142,12,10.5,10.5,61.772633
10,49.015743,,71.653542,11.124,,,
2,47.992119,66.141708,70.078743,7.5999999,,,63.112904
3,49.015743,65.354324,68.897636,7.04,11.5,12.5,65.608498
5,47.992119,64.173195,70.472443,11.16279,11.5,13.5,63.740601
4,52.007839,70.866112,71.653542,12.324325,9.5,9.5,65.870247
5,47.007847,64.173195,66.141731,4.8139534,9.5,9.5,66.156326
,49.015743,68.897636,72.047241,19.200001,11.5,11.5,72.51722
,,,66.141731,5.6626086,,,
7,45.984222,65.747993,67.716537,9.2108107,10.5,9.5,63.618591
6,47.007847,60.629921,67.322838,3.6226416,10.5,9.5,57.544823
3,47.007847,63.779522,66.929131,105,9.5,9.5,64.590332
5,44.999985,61.023594,64.173225,18.333334,12.5,19,58.546459
3,49.015743,69.291313,72.440948,7.6666665,12.5,9.5,72.989517
3,47.007847,63.779522,66.535431,5.5599999,13.5,9.5,67.548538
,47.992119,66.929123,68.110237,6.4705882,,,67.666473
3,47.007847,67.3228,69.685036,167.02702,11.5,9.5,67.013062
3,53.937004,75.98423,77.559052,7.3846154,12.5,19,77.233055
4,47.992119,,68.503937,12,,,
2,,67.3228,70.866142,6.6315789,13.5,13.5,66.80735
7,,62.598392,67.322838,9.6000004,10.5,9.5,60.939922
4,49.999981,70.866112,71.259842,6.7777777,9.5,10.5,72.274559
4,,,70.472443,5.5641026,,,
4,49.015743,70.078728,71.653542,15.714286,9.5,9.5,65.287506
3,49.015743,69.68502,73.228348,10.672,10.5,10.5,73.623878
2,44.999985,62.992104,64.566933,6.1538463,,,65.194809
2,47.007847,65.354324,68.503937,6.3984003,10.5,,64.852005
3,,65.354324,68.110237,3.6923077,9.5,9.5,65.774002
7,49.999981,68.897636,69.685036,10,19,17,71.953796
7,47.007847,66.535416,68.110237,5.4285712,,,65.816536
3,49.999981,68.503929,68.897636,9.0810814,10.5,9.5,69.031227
5,50.984219,71.653534,73.622047,9.3421049,,,70.167053
5,49.999981,70.866112,73.228348,7.2000003,,,73.682602
,47.007847,68.503929,70.078743,4.7692308,9.5,9.5,70.507584
,45.984222,64.566902,66.141731,3.4545455,9.5,9.5,61.526825
,,,71.259842,8.6486483,9.5,11.5,
5,,59.055119,66.929131,7.1999998,,,57.009556
3,54.015739,72.834625,74.015747,6.8571429,9.5,9.5,68.936501
3,50.984219,71.653534,73.228348,6.7199998,10.5,11.5,68.314529
,45.984222,,70.078743,7.6744184,9.5,11.5,
3,50.984219,,73.622047,15.625,,,
4,52.007839,72.047241,76.377953,9.3405409,9.5,9.5,73.50106
6,50.984219,70.472443,70.472443,9.6571426,17,17,74.429329
4,52.007839,74.409424,75.196854,4.8000002,9.5,9.5,71.170616
5,44.015713,,68.110237,5.2307692,,,
2,52.007839,69.68502,73.228348,7.5675673,9.5,12.5,68.966934
,49.015743,70.472443,71.653542,6.868,10.5,9.5,75.449692
4,49.015743,68.503929,70.078743,6.6862745,,,72.837105
5,45.984222,65.354324,66.535431,6.5675673,11.5,10.5,62.369541
5,49.999981,65.354324,65.748032,7.75,11.5,11.5,65.931717
3,52.007839,70.472443,72.834648,4.8333335,,,69.395798
,52.007839,,70.078743,5.1578946,,,
4,47.992119,64.960617,70.472443,8.9142857,17,10.5,62.900517
3,50.984219,66.535416,67.322838,2.8545454,9.5,9.5,71.344551
,47.007847,,68.110237,9,10.5,10.5,
3,44.015713,,65.354332,4,,,
3,50.984219,66.535416,70.078743,4.2833333,12.5,11.5,62.421669
4,,,67.716537,8.75,9.5,9.5,
4,47.992119,66.535416,70.866142,5.7142859,9.5,,67.872719
4,45.984222,64.173195,69.291336,9.1428576,10.5,9.5,64.931183
